timestamp,url,filepath,status,http_status,bytes,elapsed_ms
2025-10-14T18:46:03,https://www.drugs.com/npc,data/html_stranky\www.drugs.com_npc.html,ok,200,50149,1393
2025-10-14T18:46:19,https://www.drugs.com/img/logo/favicon/apple-touch-icon-180x180.png,,skip-nonhtml,200,3770,659
2025-10-14T18:46:35,https://www.drugs.com/manifest.json,,skip-nonhtml,200,982,420
2025-10-14T18:46:52,https://www.drugs.com/clinical_trials/icotrokinra-data-ulcerative-colitis-show-potential-standout-combination-therapeutic-benefit-22198.html,data/html_stranky\www.drugs.com_clinical_trials_icotrokinra-data-ulcerative-colitis-show-potential-standout-combination-therapeutic-benefit-22198.html,ok,200,52834,1408
2025-10-14T18:47:11,https://www.drugs.com/inlexzo.html,data/html_stranky\www.drugs.com_inlexzo.html,ok,200,67213,1624
2025-10-14T18:47:58,https://www.drugs.com/diclofenac.html,data/html_stranky\www.drugs.com_diclofenac.html,ok,200,81309,14963
2025-10-14T18:48:16,https://www.drugs.com/professionals.html,data/html_stranky\www.drugs.com_professionals.html,ok,200,39705,837
2025-10-14T18:48:35,https://www.drugs.com/alpha/condition,data/html_stranky\www.drugs.com_alpha_condition.html,ok,200,43759,2755
2025-10-14T18:48:53,https://www.drugs.com/alpha/condition/e,data/html_stranky\www.drugs.com_alpha_condition_e.html,ok,200,41270,963
2025-10-14T18:49:20,https://www.drugs.com/nurtec-odt.html,,exception,,,
2025-10-14T18:49:25,https://www.drugs.com/nurtec-odt.html,,deferred,,,
2025-10-14T18:49:28,https://www.drugs.com/alpha/s.html,data/html_stranky\www.drugs.com_alpha_s.html,ok,200,41534,2785
2025-10-14T18:49:45,https://www.drugs.com/aimovig.html,data/html_stranky\www.drugs.com_aimovig.html,ok,200,83823,865
2025-10-14T18:50:00,https://www.drugs.com/pharmanews.html,data/html_stranky\www.drugs.com_pharmanews.html,ok,200,52378,514
2025-10-14T18:50:17,https://www.drugs.com/bundle/css/component/component-carousel.min.014ead39.css,,skip-nonhtml,200,1964,474
2025-10-14T18:50:34,https://www.drugs.com/alpha/condition/q,data/html_stranky\www.drugs.com_alpha_condition_q.html,ok,200,33424,1275
2025-10-14T18:50:53,https://www.drugs.com/rexulti.html,data/html_stranky\www.drugs.com_rexulti.html,ok,200,80840,3520
2025-10-14T18:51:15,https://www.drugs.com/biktarvy.html,data/html_stranky\www.drugs.com_biktarvy.html,ok,200,92931,3854
